id_cliente,eta,segmento,anzianita_mesi,num_prodotti,stipendio_accreditato,ha_carta_credito,ha_mutuo,ha_investimenti,saldo_medio_eur,patrimonio_gestito_eur,canale_preferito,accessi_app_mese,transazioni_mese,giorni_ultima_operazione,variazione_saldo_3m_pct,reclami_12m,nps,note_gestore,abbandono
CL001131,46,mass,102,1,1,0,0,1,15253.57,12201.23,app,19,9,17,-12.2,0,8.6,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL001132,64,mass,89,2,1,0,0,0,8722.52,0.0,filiale,2,12,9,15.7,0,8.5,,1
CL001133,72,mass,146,2,1,1,0,0,8666.69,0.0,filiale,1,14,13,1.4,0,9.4,,0
CL001134,70,mass,173,2,1,1,0,1,5738.96,5689.18,app,8,14,9,10.3,0,,Lamentele ripetute sulle commissioni applicate sul conto corrente.,0
CL001135,60,mass,178,5,1,0,0,0,9705.09,0.0,filiale,2,10,9,-16.5,1,7.6,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",1
CL001136,23,mass,31,1,1,1,1,0,5364.47,0.0,app,26,15,12,16.4,0,7.9,,0
CL001137,67,private,230,7,0,1,0,1,6584.32,30789.93,app,17,15,7,4.8,1,3.6,,0
CL001138,44,mass,139,3,1,1,0,1,12842.68,13478.09,app,21,13,14,-7.9,2,,,0
CL001139,69,mass,226,2,1,0,1,0,4231.57,0.0,web,0,15,14,-4.2,0,7.5,,0
CL001140,55,mass,60,4,1,0,0,0,8312.71,0.0,web,1,18,15,-5.5,1,7.5,,0
CL001141,78,affluent,207,7,0,1,0,1,6375.59,20591.76,web,0,11,14,3.9,1,2.3,,0
CL001142,42,mass,52,3,0,1,1,0,10945.32,0.0,app,14,6,12,2.3,0,7.1,,1
CL001143,81,affluent,126,1,0,1,0,1,15026.1,10225.57,app,17,9,19,20.0,0,6.3,Insoddisfatto dei tempi di risposta dell'assistenza dopo l'ultima richiesta.,0
CL001144,75,mass,178,5,1,1,0,0,8618.54,0.0,web,0,19,14,-23.5,0,9.5,,0
CL001145,41,mass,49,2,1,0,1,0,11482.11,0.0,web,0,8,11,8.1,0,6.9,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL001146,51,mass,79,1,0,0,1,0,6994.89,0.0,app,6,6,7,-18.6,1,6.4,Interessato a una consulenza sulla previdenza integrativa.,1
CL001147,55,mass,60,4,0,1,0,0,17045.98,0.0,web,1,10,8,31.1,0,7.0,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL001148,70,affluent,170,6,0,1,0,1,12220.01,24994.65,app,15,17,13,18.8,1,7.0,,0
CL001149,65,affluent,87,3,0,1,0,1,6324.23,25587.6,filiale,1,12,12,0.4,0,,,0
CL001150,76,mass,134,1,1,0,0,1,7171.3,8252.12,filiale,3,9,9,6.0,1,5.3,,1
CL001151,44,private,118,2,1,0,1,1,11154.83,8422.71,app,12,10,15,1.7,0,8.3,,0
CL001152,53,mass,122,1,0,0,1,0,6309.62,0.0,filiale,2,6,15,-6.5,0,7.4,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL001153,48,mass,111,4,0,1,1,0,3594.44,0.0,app,13,11,16,-7.9,0,6.6,,0
CL001154,80,mass,149,1,1,1,0,1,8141.63,15903.38,app,8,17,10,0.4,0,6.7,,0
CL001155,40,mass,43,2,0,0,0,0,4006.6,0.0,filiale,6,9,7,-31.1,0,8.9,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL001156,58,affluent,101,4,0,0,0,0,3301.73,0.0,filiale,0,6,16,16.7,1,6.9,,0
CL001157,27,mass,85,3,1,1,0,0,6077.78,0.0,app,11,14,10,21.4,0,5.0,,0
CL001158,76,mass,138,4,1,1,0,1,5154.59,5622.01,app,4,12,10,-2.2,0,7.3,,0
CL001159,45,mass,90,2,1,0,1,1,4941.31,11619.85,filiale,1,8,8,18.2,0,10.0,,0
CL001160,42,mass,64,2,1,0,0,0,2015.78,0.0,app,16,14,12,-5.2,0,6.2,,0
CL001161,58,mass,127,5,0,1,0,0,4962.49,0.0,filiale,2,11,8,-5.9,0,7.7,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL001162,52,mass,131,4,0,0,0,1,6506.41,13680.26,app,15,9,10,3.3,0,5.7,,0
CL001163,75,mass,113,2,1,1,0,0,5411.81,0.0,filiale,1,15,12,7.2,1,,,0
CL001164,55,mass,173,2,0,1,0,1,8143.19,5464.89,app,21,10,9,-9.2,0,7.1,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL001165,54,mass,217,4,1,1,0,1,12174.08,8251.52,filiale,1,11,12,4.9,0,8.5,,0
CL001166,26,mass,75,2,1,1,0,1,8574.49,16764.25,filiale,8,9,10,4.3,0,,Ha menzionato un'offerta ricevuta da una banca online con canone azzerato.,1
CL001167,21,mass,36,2,0,0,0,1,10515.0,8583.88,filiale,4,10,13,-26.2,0,10.0,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL001168,46,affluent,54,2,0,0,1,0,14129.43,0.0,app,1,3,56,-2.4,1,4.5,,1
CL001169,85,private,130,4,1,1,0,1,7887.89,26748.23,app,10,15,14,-1.8,1,6.9,,0
CL001170,80,mass,136,2,0,0,0,0,8313.58,0.0,app,6,10,6,-6.4,0,4.7,,0
CL001171,61,private,71,2,0,0,0,1,17653.53,29995.87,filiale,1,10,17,-6.4,0,7.7,Chiede perche' il rendimento del portafoglio e' inferiore alle attese.,1
CL001172,61,mass,100,4,0,1,0,1,5858.31,10847.75,app,7,13,12,6.7,0,9.4,,0
CL001173,45,mass,156,4,0,1,0,1,5083.47,9655.19,web,8,13,9,-18.3,0,8.0,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,0
CL001174,31,affluent,20,4,0,1,0,1,11209.61,26259.95,app,29,7,16,13.9,0,5.2,,0
CL001175,20,affluent,71,6,1,0,0,1,5012.61,7912.26,web,7,18,18,-0.6,0,10.0,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL001176,42,affluent,68,4,1,1,1,0,5867.37,0.0,filiale,8,16,10,15.8,1,8.2,Interessato a una consulenza sulla previdenza integrativa.,0
CL001177,40,mass,90,5,1,1,0,0,5341.69,0.0,app,12,16,10,-6.6,0,6.8,Il cliente ha chiesto informazioni sui costi e i tempi di chiusura del conto.,0
CL001178,32,mass,197,2,1,0,0,0,8351.58,0.0,web,5,11,12,12.6,1,6.5,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL001179,37,mass,84,3,0,0,0,0,7612.64,0.0,app,20,8,16,7.5,0,7.7,,0
CL001180,21,mass,58,3,1,0,1,0,10540.16,0.0,filiale,8,10,9,-20.5,0,4.6,,0
CL001181,60,mass,153,7,1,1,0,0,4823.49,0.0,filiale,2,18,17,-1.3,1,5.0,,0
CL001182,81,mass,155,3,0,1,0,0,4721.16,0.0,app,4,4,15,31.4,0,7.4,,1
CL001183,65,mass,125,2,1,1,0,1,8600.41,6928.83,app,12,15,10,11.1,0,9.9,Chiede perche' il rendimento del portafoglio e' inferiore alle attese.,0
CL001184,49,mass,119,5,1,0,0,1,5067.15,26446.58,web,2,17,16,-12.3,1,5.1,,0
CL001185,47,mass,183,2,0,1,1,0,5478.56,0.0,filiale,4,7,18,-4.7,0,7.0,,0
CL001186,40,mass,145,2,0,1,0,0,3318.59,0.0,filiale,4,8,10,10.9,1,8.0,,1
CL001187,29,mass,64,2,1,0,0,1,7834.86,17365.28,app,20,16,10,5.1,0,,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL001188,59,mass,223,2,1,1,0,0,12919.8,0.0,app,19,14,16,-17.2,0,,,1
CL001189,57,mass,89,5,1,1,0,1,4620.62,10290.17,app,13,15,10,-20.1,2,6.5,,0
CL001190,20,mass,71,5,1,1,0,0,10495.29,0.0,app,15,13,13,9.5,0,,,0
CL001191,47,mass,110,4,1,1,0,0,6810.63,0.0,filiale,6,15,16,-2.4,0,8.0,,0
CL001192,38,affluent,73,6,1,1,0,1,4474.72,14877.05,filiale,4,28,13,13.8,1,8.7,Malcontento espresso dopo l'aumento del canone annuo.,0
CL001193,31,mass,177,4,0,0,0,0,4876.14,0.0,app,6,4,14,5.1,0,6.3,Malcontento espresso dopo l'aumento del canone annuo.,0
CL001194,66,mass,105,4,0,1,0,0,4757.19,0.0,app,13,18,7,-8.8,0,,,1
CL001195,54,mass,100,4,1,1,1,0,6144.97,0.0,web,0,14,9,0.5,0,6.6,,0
CL001196,61,private,182,4,1,0,0,0,14022.72,0.0,app,16,18,6,-4.1,1,5.7,Interessato a una consulenza sulla previdenza integrativa.,0
CL001197,67,affluent,102,3,1,1,0,1,18995.04,15528.35,filiale,1,13,13,4.5,0,7.8,Interessato a una consulenza sulla previdenza integrativa.,0
CL001198,84,mass,98,3,0,1,0,0,3934.51,0.0,web,0,3,60,-9.8,0,7.4,,1
CL001199,72,mass,135,3,0,1,0,0,5745.02,0.0,web,0,10,11,-17.2,0,6.4,,1
CL001200,60,mass,76,5,0,0,0,1,4873.7,6548.66,app,13,5,14,-0.9,0,7.1,,0
CL001201,78,private,95,5,1,0,0,1,7139.77,21773.16,web,0,16,12,-9.3,0,7.3,,0
CL001202,51,mass,45,3,0,1,1,1,7245.81,12000.55,web,5,11,14,12.3,0,8.4,,0
CL001203,84,mass,86,3,0,0,0,1,6978.52,37890.48,web,0,5,12,-1.9,1,6.3,,0
CL001204,70,private,70,2,1,0,0,1,5739.38,19714.69,web,1,13,12,4.1,1,7.1,Malcontento espresso dopo l'aumento del canone annuo.,0
CL001205,62,affluent,242,5,1,1,0,0,9132.77,0.0,filiale,2,25,15,-3.5,0,8.1,,0
CL001206,79,mass,80,2,1,1,0,0,4306.33,0.0,app,7,12,15,2.9,0,6.4,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,0
CL001207,53,mass,67,2,1,0,0,1,7007.46,17310.06,app,15,15,13,8.3,0,8.1,,0
CL001208,67,mass,117,3,1,0,0,0,11588.85,0.0,app,11,16,18,3.9,0,3.0,,0
CL001209,38,mass,124,6,1,1,0,0,8393.62,0.0,web,5,13,11,-18.6,0,10.0,,0
CL001210,83,mass,185,2,0,1,0,1,7487.62,12426.74,app,11,12,11,-4.3,0,10.0,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL001211,61,affluent,84,5,1,1,0,1,7338.27,30644.74,app,7,16,10,25.5,0,7.8,,0
CL001212,71,affluent,131,3,1,1,0,1,9312.49,15949.16,app,4,12,15,5.5,0,6.3,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL001213,50,mass,95,1,0,0,0,0,8736.82,0.0,filiale,1,7,16,-4.4,0,8.3,Chiede perche' il rendimento del portafoglio e' inferiore alle attese.,1
CL001214,77,mass,136,3,1,0,0,1,8397.31,8290.19,web,0,12,15,-5.1,0,5.0,,0
CL001215,24,mass,79,3,1,0,0,0,6703.01,0.0,app,13,15,10,17.8,1,8.8,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL001216,27,mass,98,3,0,0,0,0,7607.96,0.0,app,18,12,11,7.3,0,8.4,,0
CL001217,53,affluent,81,3,1,0,0,1,5354.75,7141.31,app,13,19,13,-14.2,0,6.1,,0
CL001218,68,mass,107,2,1,0,0,1,5199.23,13788.48,filiale,1,13,15,25.0,0,5.3,,0
CL001219,73,mass,319,3,1,1,0,1,9255.97,6720.69,filiale,0,13,13,4.4,0,3.1,,0
CL001220,49,mass,78,3,1,0,0,0,9767.47,0.0,filiale,4,11,10,4.1,0,8.2,,0
CL001221,62,mass,122,3,1,1,0,1,7240.46,7612.15,app,11,8,10,18.8,0,,Il cliente ha chiesto informazioni sui costi e i tempi di chiusura del conto.,1
CL001222,56,mass,103,1,0,1,0,1,12601.69,9636.69,filiale,5,10,11,3.0,1,5.6,,1
CL001223,83,affluent,145,6,0,1,0,0,11109.68,0.0,app,10,12,15,6.1,0,7.3,,0
CL001224,63,affluent,187,3,1,0,0,0,8259.45,0.0,web,0,13,18,-17.2,1,5.3,,0
CL001225,47,mass,89,2,1,1,1,0,4281.67,0.0,web,4,14,15,-0.1,0,,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL001226,84,affluent,101,3,1,0,0,1,16120.67,25080.98,app,10,19,13,-14.2,0,7.5,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL001227,27,mass,49,1,0,0,0,0,9491.26,0.0,app,9,9,11,-5.2,0,7.4,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL001228,84,affluent,134,5,0,1,0,0,18614.36,0.0,app,7,17,14,4.0,0,7.2,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL001229,30,mass,88,2,1,0,0,1,16593.05,21501.88,filiale,6,10,16,-25.9,0,10.0,,0
CL001230,39,mass,57,2,0,0,1,1,4168.13,7984.4,web,6,8,7,4.9,0,10.0,Il cliente ha chiesto informazioni sui costi e i tempi di chiusura del conto.,1
CL001231,74,private,103,4,1,1,1,1,7093.22,32706.31,filiale,0,15,13,11.1,0,7.1,,0
CL001232,68,mass,136,1,0,1,0,0,2218.8,0.0,web,0,12,15,-21.0,0,8.9,,1
CL001233,84,mass,157,2,1,0,1,1,10070.29,10847.75,app,10,14,11,-7.2,1,5.5,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL001234,69,mass,182,5,1,1,0,0,9068.78,0.0,app,12,18,8,-17.2,0,4.7,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL001235,62,mass,91,3,0,1,0,1,7252.57,14949.07,filiale,2,13,10,7.2,3,4.8,,0
CL001236,42,mass,122,1,0,0,0,1,4270.76,6169.37,app,15,4,12,-5.0,0,4.9,,0
CL001237,20,mass,60,2,0,1,0,0,6730.38,0.0,app,13,11,12,14.5,1,8.3,,0
CL001238,28,affluent,55,4,1,1,0,0,9761.94,0.0,app,14,14,15,-14.7,0,7.3,,0
CL001239,39,mass,84,2,1,1,0,0,9538.49,0.0,filiale,2,15,14,3.4,0,6.8,Interessato a una consulenza sulla previdenza integrativa.,0
CL001240,22,mass,70,3,0,1,0,0,7779.09,0.0,web,8,16,15,-9.0,1,4.5,,1
CL001241,53,mass,61,2,0,1,0,1,9095.37,10594.18,app,19,12,9,1.2,0,7.4,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL001242,71,affluent,84,5,0,1,0,1,8627.52,13478.18,filiale,1,9,11,-2.9,0,6.7,,0
CL001243,83,mass,180,3,0,0,1,1,11187.95,11844.42,filiale,1,9,12,9.4,1,3.4,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL001244,52,mass,87,2,1,0,0,0,8979.43,0.0,filiale,1,11,10,4.5,0,7.0,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL001245,77,mass,145,1,1,0,0,0,4338.25,0.0,app,15,15,12,14.8,0,7.4,,0
CL001246,85,mass,181,2,0,0,0,0,12157.34,0.0,filiale,0,5,16,-0.2,0,8.2,,0
CL001247,76,affluent,129,2,1,1,0,1,14803.11,11819.33,web,0,7,15,-10.0,0,6.5,,0
CL001248,50,mass,133,2,1,1,0,1,8401.7,16605.76,app,14,20,10,8.4,1,6.1,Insoddisfatto dei tempi di risposta dell'assistenza dopo l'ultima richiesta.,0
CL001249,41,affluent,93,3,1,0,1,0,10144.14,0.0,web,2,14,14,0.1,0,6.6,,0
CL001250,84,mass,147,5,1,1,0,0,13540.56,0.0,filiale,0,17,16,-2.2,0,6.5,Ha ridotto l'operativita' e valuta di spostare la liquidita' altrove.,1
CL001251,35,mass,161,2,0,0,0,1,3628.86,5558.47,app,18,10,14,5.1,0,6.7,,0
CL001252,47,mass,89,3,1,0,0,1,11458.53,10797.76,app,10,14,18,-8.1,0,,,0
CL001253,24,mass,110,1,0,0,0,1,5764.75,12776.61,app,20,6,10,22.4,1,5.7,,1
CL001254,72,mass,80,3,0,1,0,1,10808.31,4496.38,web,1,5,5,13.6,0,6.8,,0
CL001255,62,mass,125,3,0,1,0,1,7318.42,6757.36,filiale,0,12,8,5.4,1,8.1,,0
CL001256,25,mass,173,2,0,1,0,0,4242.17,0.0,app,22,14,16,4.1,0,7.5,Chiede perche' il rendimento del portafoglio e' inferiore alle attese.,0
CL001257,34,mass,284,6,1,0,1,0,5718.1,0.0,app,19,14,23,1.5,0,9.0,,0
CL001258,56,mass,62,3,1,1,0,0,10495.39,0.0,filiale,2,14,8,-5.2,0,4.6,,0
CL001259,55,mass,91,3,0,1,0,1,6411.94,10557.5,filiale,4,11,16,7.1,0,10.0,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL001260,72,mass,91,2,1,0,0,1,5439.3,15108.88,filiale,0,11,13,-4.1,0,7.9,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL001261,37,mass,79,1,1,0,0,1,5424.77,11902.69,app,12,15,12,20.7,0,7.2,,1
CL001262,81,mass,191,3,0,1,0,0,9017.29,0.0,filiale,0,5,10,18.2,0,8.7,,0
CL001263,49,mass,181,1,0,1,1,0,14048.26,0.0,app,17,11,10,3.6,1,9.2,Ha ridotto l'operativita' e valuta di spostare la liquidita' altrove.,0
CL001264,74,mass,214,2,1,0,0,1,2962.08,17442.03,app,10,21,8,12.1,1,,,0
CL001265,35,mass,35,2,0,0,0,0,21381.34,0.0,app,10,8,19,-17.1,0,3.8,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL001266,22,mass,69,1,0,0,1,0,7566.6,0.0,filiale,5,5,11,3.0,0,7.8,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL001267,23,mass,43,2,0,1,0,0,8796.33,0.0,app,12,10,15,-20.0,1,3.5,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL001268,44,mass,84,3,0,1,0,0,5857.6,0.0,filiale,2,15,12,2.2,0,5.6,,0
CL001269,82,mass,119,1,1,1,0,0,6964.59,0.0,filiale,0,11,13,-8.7,0,10.0,,0
CL001270,23,mass,22,1,0,0,0,1,7532.67,4486.52,filiale,6,3,53,11.9,0,5.4,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL001271,44,affluent,176,5,0,0,0,1,5959.4,12433.2,app,8,12,7,2.0,0,5.0,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL001272,27,mass,43,3,1,0,0,0,5052.95,0.0,app,18,15,11,-3.5,2,6.5,Ha accennato alla possibilita' di trasferire i dossier titoli a un altro istituto.,1
CL001273,81,affluent,113,4,0,1,0,1,14562.3,8225.86,app,15,14,4,-3.3,0,8.7,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL001274,64,mass,221,1,1,1,0,1,3748.31,10286.6,app,8,11,12,-25.4,0,9.9,Il cliente ha chiesto informazioni sui costi e i tempi di chiusura del conto.,0
CL001275,70,mass,75,2,0,0,0,0,8319.98,0.0,app,15,4,8,11.6,0,4.8,,1
CL001276,67,mass,145,2,0,0,0,1,6013.69,8852.5,web,1,7,9,17.5,0,6.8,,1
CL001277,63,mass,180,2,1,1,0,0,4749.13,0.0,filiale,0,18,7,10.4,0,8.6,,0
CL001278,71,affluent,221,6,1,1,0,1,19953.04,15952.51,filiale,0,14,14,-5.0,0,6.6,,0
CL001279,20,mass,84,3,1,1,0,1,4760.93,8751.83,app,25,14,8,-9.4,0,9.9,"Richiede un appuntamento per rivedere l'asset allocation, clima collaborativo.",0
CL001280,77,private,175,7,1,1,0,0,7544.6,0.0,app,3,21,10,-19.1,1,5.5,Insoddisfatto dei tempi di risposta dell'assistenza dopo l'ultima richiesta.,0
CL001281,68,mass,186,3,1,0,0,0,6471.81,0.0,app,15,13,16,-3.6,0,6.8,,0
CL001282,68,affluent,116,6,1,1,0,1,6667.1,12721.06,filiale,0,17,10,-26.7,2,,,0
CL001283,45,affluent,61,2,1,0,0,0,9089.88,0.0,app,15,10,13,-24.6,1,8.4,Chiede perche' il rendimento del portafoglio e' inferiore alle attese.,0
CL001284,72,mass,239,5,0,1,0,0,7421.67,0.0,app,9,10,14,12.6,0,8.1,Interessato a una consulenza sulla previdenza integrativa.,0
CL001285,45,mass,129,3,1,1,0,1,7660.74,21084.59,app,13,15,15,20.2,0,,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL001286,23,mass,70,1,1,0,0,0,6637.19,0.0,filiale,2,5,11,-6.5,0,5.9,,0
CL001287,79,mass,90,3,1,0,0,0,5266.57,0.0,app,11,11,9,6.7,0,,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL001288,35,private,23,7,1,1,0,1,15336.48,19322.69,filiale,3,16,10,-4.9,0,8.1,,0
CL001289,26,mass,94,4,1,0,1,0,6669.65,0.0,filiale,3,13,14,15.1,0,,,0
CL001290,61,mass,54,1,0,0,0,0,5720.17,0.0,filiale,4,2,63,3.7,0,7.4,Nessuna criticita' segnalata nell'ultimo contatto telefonico.,1
CL001291,35,mass,84,2,1,0,0,1,12606.87,9085.6,app,11,13,12,8.4,0,7.9,,0
CL001292,76,mass,103,3,0,1,0,0,6644.04,0.0,filiale,1,6,14,-20.8,1,5.2,Interessato a una consulenza sulla previdenza integrativa.,0
CL001293,49,private,79,4,1,1,0,1,18350.7,20148.24,app,12,11,11,-0.1,1,6.6,,0
CL001294,20,mass,151,2,1,1,0,1,11392.78,15464.69,app,16,12,21,-5.3,0,7.1,Chiede perche' il rendimento del portafoglio e' inferiore alle attese.,0
CL001295,82,affluent,111,5,0,0,0,1,15175.44,7521.88,app,10,16,17,17.4,1,4.4,,0
CL001296,53,affluent,108,2,1,0,0,1,11954.07,10830.33,web,1,14,8,-5.6,1,6.4,,0
CL001297,37,mass,57,5,1,1,0,0,6972.62,0.0,app,13,12,10,-2.0,0,7.4,,0
CL001298,64,mass,134,5,1,1,0,1,6798.0,11101.4,web,0,22,10,-21.3,0,,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL001299,55,mass,115,1,0,1,0,1,6325.55,21754.07,filiale,4,9,13,2.8,0,9.1,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL001300,21,mass,67,1,1,1,0,1,2931.42,41919.94,app,16,10,9,2.2,2,4.4,,0
CL001301,23,mass,339,4,1,1,0,0,9297.7,0.0,app,9,18,13,-2.5,0,7.5,,0
CL001302,46,affluent,46,4,0,0,0,1,9998.1,8296.49,filiale,0,7,10,16.3,0,6.0,Interessato a una consulenza sulla previdenza integrativa.,0
CL001303,66,mass,66,1,0,1,0,1,9703.19,9706.11,filiale,0,16,11,1.2,0,7.1,,0
CL001304,79,affluent,93,1,0,0,0,1,8652.15,23316.37,app,10,3,64,-6.6,0,10.0,,0
CL001305,60,affluent,121,7,1,1,0,1,11828.82,24831.48,app,13,27,11,-8.6,0,8.3,,0
CL001306,64,affluent,144,2,0,1,0,1,5225.79,39527.59,app,17,14,11,10.0,1,5.9,,0
CL001307,36,mass,21,3,0,1,1,0,4369.02,0.0,app,13,11,15,-18.5,1,,,0
CL001308,35,mass,109,2,1,0,0,1,2590.26,13624.51,app,16,9,12,-7.0,0,6.7,,0
CL001309,47,mass,82,3,1,0,0,1,6609.48,7940.28,app,8,9,16,-0.5,0,6.5,,0
CL001310,76,mass,247,2,0,1,0,1,5120.41,3539.91,web,0,8,15,-3.9,1,7.0,,0
CL001311,54,mass,127,4,1,1,0,1,4859.29,10744.58,app,7,12,13,0.1,0,6.2,,0
CL001312,42,mass,192,3,1,0,1,0,7973.36,0.0,app,10,10,13,14.6,0,8.7,,0
CL001313,71,mass,207,1,1,1,0,0,5882.85,0.0,app,18,7,12,-2.2,0,7.0,,0
CL001314,76,mass,117,1,0,0,0,1,3931.45,4690.87,app,17,5,12,-11.0,0,4.8,Valuta l'apertura di un conto cointestato con il coniuge.,0
CL001315,79,mass,189,1,0,1,0,0,19300.89,0.0,web,1,8,11,19.5,0,9.3,,1
CL001316,39,mass,72,4,1,0,1,0,6871.9,0.0,filiale,4,12,17,-2.3,0,6.7,,1
CL001317,66,mass,250,3,1,1,0,0,4522.11,0.0,filiale,0,16,8,6.1,0,6.0,,0
CL001318,58,affluent,99,1,1,1,0,0,6935.65,0.0,app,9,13,16,18.7,1,,,0
CL001319,49,mass,129,2,1,0,1,0,6507.71,0.0,app,8,13,7,-7.6,1,7.0,,0
CL001320,46,affluent,250,6,0,1,1,1,8452.91,28814.18,web,4,13,7,22.4,1,5.4,Interessato a una consulenza sulla previdenza integrativa.,1
CL001321,27,affluent,106,1,1,0,1,0,15263.66,0.0,app,20,13,17,22.4,1,7.4,,0
CL001322,38,mass,67,1,1,0,1,1,6756.28,22566.78,app,10,11,9,-7.8,0,5.7,,0
CL001323,56,mass,63,3,1,0,0,0,14648.35,0.0,web,1,17,6,-5.9,0,9.5,,0
CL001324,78,mass,85,4,1,1,0,0,5866.6,0.0,app,9,11,15,9.8,0,4.5,Incontro positivo: valuta la sottoscrizione di un piano di accumulo.,0
CL001325,77,mass,159,3,0,0,0,0,8271.53,0.0,app,10,7,15,18.4,0,6.4,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL001326,32,mass,76,2,0,1,0,0,10496.45,0.0,app,13,5,13,10.9,0,9.3,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL001327,64,mass,76,4,0,1,0,1,11249.3,8182.48,app,13,2,48,0.5,0,6.4,,0
CL001328,25,affluent,115,3,1,1,1,1,15323.04,11123.48,app,11,12,12,7.4,0,6.7,"Cliente fidelizzato, ha incrementato la liquidita' depositata.",0
CL001329,64,affluent,161,2,0,0,0,0,8131.98,0.0,app,11,13,12,9.6,1,3.5,,0
CL001330,42,affluent,87,5,1,1,0,1,9046.82,17312.49,web,8,18,15,4.8,0,,,0
CL001331,49,mass,206,4,1,1,1,0,2586.94,0.0,app,12,18,14,-4.4,1,6.2,,0
CL001332,67,mass,69,1,0,1,1,1,6448.46,7210.56,app,6,7,18,10.8,0,8.7,,1
CL001333,48,private,81,1,1,1,0,1,18345.32,13219.9,app,9,8,11,-2.1,1,6.9,,0
CL001334,73,mass,161,3,1,0,0,1,9983.96,10160.52,app,9,12,14,-21.7,0,4.2,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL001335,55,mass,68,1,1,0,0,1,6737.24,16496.88,app,15,8,9,-15.4,0,4.1,"Cliente soddisfatto, interessato a valutare nuovi prodotti di investimento.",0
CL001336,85,mass,195,5,0,1,0,0,13761.85,0.0,filiale,1,10,11,16.6,0,6.3,,0
CL001337,62,mass,191,4,1,1,0,0,5981.33,0.0,app,15,16,10,-11.8,0,10.0,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
CL001338,39,mass,26,2,0,0,0,0,5237.21,0.0,filiale,3,8,10,2.3,0,6.8,,1
CL001339,71,mass,236,4,1,1,0,0,5783.33,0.0,filiale,0,13,11,16.4,0,10.0,,0
CL001340,46,mass,124,3,1,1,0,1,4451.58,17354.52,app,9,11,11,3.2,0,4.9,Insoddisfatto dei tempi di risposta dell'assistenza dopo l'ultima richiesta.,0
CL001341,55,mass,85,2,1,1,0,0,8945.97,0.0,app,10,15,12,28.7,0,8.5,,0
CL001342,29,mass,27,2,0,0,1,0,7827.46,0.0,app,15,12,9,-0.1,0,8.6,,0
CL001343,27,mass,136,4,0,1,1,0,8901.65,0.0,filiale,8,4,12,-8.8,0,5.0,,1
CL001344,57,mass,66,4,1,1,0,0,5909.12,0.0,filiale,3,18,13,-16.3,0,4.0,"Ha apprezzato il nuovo servizio dell'app, esperienza complessivamente buona.",0
